disease_id	cmpds_per_disease	top10	top25	top50	top100	topAll	top1%	top5%	top10%	top50%	top100%	disease_name
MESH:D001480	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Basal Ganglia Diseases
MESH:D066126	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cardiotoxicity
MESH:D016889	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometrial Neoplasms
MESH:D015746	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Abdominal Pain
MESH:D012563	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Schizophrenia, Paranoid
MESH:D012008	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Recurrence
MESH:D006984	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypertrophy
MESH:D005767	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastrointestinal Diseases
MESH:D004417	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dyspnea
MESH:D004381	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Duodenal Ulcer
MESH:D003693	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Delirium
MESH:D003371	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cough
MESH:D000855	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Anorexia
MESH:C000657245	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	COVID-19
MESH:D018879	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ventricular Premature Complexes
MESH:D015451	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leukemia, Lymphocytic, Chronic, B-Cell
MESH:D014652	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Vascular Diseases
MESH:D013313	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Stress Disorders, Post-Traumatic
MESH:D012852	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sinusitis
MESH:D011552	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pseudomonas Infections
MESH:D010437	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Peptic Ulcer
MESH:D009771	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Obsessive-Compulsive Disorder
MESH:D005901	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glaucoma
MESH:D005207	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fasciculation
MESH:D004719	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endomyocardial Fibrosis
MESH:D003550	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cystic Fibrosis
MESH:D002637	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chest Pain
MESH:D001927	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Brain Diseases
MESH:D000152	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acne Vulgaris
MESH:D019964	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mood Disorders
MESH:D012208	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhabdomyosarcoma
MESH:D012131	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Respiratory Insufficiency
MESH:D010538	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Peritonitis
MESH:D007683	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Tubular Necrosis, Acute
MESH:D007676	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Failure, Chronic
MESH:D006526	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatitis C
MESH:D006323	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Heart Arrest
MESH:D004802	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eosinophilia
MESH:D003424	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Crohn Disease
MESH:D002583	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Uterine Cervical Neoplasms
MESH:D000860	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypoxia
MESH:D000799	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Angioedema
MESH:D054218	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
MESH:D048909	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Diabetes Complications
MESH:D020301	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Vasospasm, Intracranial
MESH:D018908	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muscle Weakness
MESH:D017714	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Community-Acquired Infections
MESH:D017109	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akathisia, Drug-Induced
MESH:D013964	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thyroid Neoplasms
MESH:D013921	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thrombocytopenia
MESH:D013733	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Testicular Diseases
MESH:D013119	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spinal Cord Injuries
MESH:D011470	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Prostatic Hyperplasia
MESH:D009190	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Myelodysplastic Syndromes
MESH:D009181	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mycoses
MESH:D009103	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Multiple Sclerosis
MESH:D008581	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Meningitis
MESH:D004938	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esophageal Neoplasms
MESH:D003704	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dementia
MESH:D002546	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ischemic Attack, Transient
MESH:D002312	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cardiomyopathy, Hypertrophic
MESH:D000740	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Anemia
MESH:D048949	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Labor Pain
MESH:D019966	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Substance-Related Disorders
MESH:D019956	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Stereotypic Movement Disorder
MESH:D019955	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Conduct Disorder
MESH:D016908	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gram-Positive Bacterial Infections
MESH:D016905	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gram-Negative Bacterial Infections
MESH:D016393	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lymphoma, B-Cell
MESH:D015212	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Inflammatory Bowel Diseases
MESH:D012516	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteosarcoma
MESH:D012509	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sarcoma
MESH:D010259	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Paranoid Disorders
MESH:D008171	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lung Diseases
MESH:D008133	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Long QT Syndrome
MESH:D006816	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Huntington Disease
MESH:D006509	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatitis B
MESH:D005764	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastroesophageal Reflux
MESH:D002653	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Child Behavior Disorders
MESH:D001416	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Back Pain
MESH:D065626	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Non-alcoholic Fatty Liver Disease
MESH:D062787	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Drug Overdose
MESH:D024821	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolic Syndrome
MESH:D020018	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sexual Dysfunctions, Psychological
MESH:D019636	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neurodegenerative Diseases
MESH:D016399	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lymphoma, T-Cell
MESH:D013224	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Status Asthmaticus
MESH:D011704	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pyelonephritis
MESH:D011085	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Polycystic Ovary Syndrome
MESH:D008527	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Medulloblastoma
MESH:D007951	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leukemia, Myeloid
MESH:D007752	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Obstetric Labor, Premature
MESH:D007239	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Infections
MESH:D007008	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypokalemia
MESH:D006974	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypertension, Malignant
MESH:D006967	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypersensitivity
MESH:D006417	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hematuria
MESH:D004415	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dyspepsia
MESH:D001282	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Atrial Flutter
MESH:D001049	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Apnea
MESH:D058226	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Plaque, Atherosclerotic
MESH:D055752	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Small Cell Lung Carcinoma
MESH:D034381	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hearing Loss
MESH:D020244	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Infarction, Middle Cerebral Artery
MESH:D014717	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Vertigo
MESH:D011512	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Proteus Infections
MESH:D010409	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Penile Diseases
MESH:D010292	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Paresthesia
MESH:D007410	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Intestinal Diseases
MESH:D007174	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Disruptive, Impulse Control, and Conduct Disorders
MESH:D006934	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hypercalcemia
MESH:D006501	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatic Encephalopathy
MESH:D005770	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastrointestinal Neoplasms
MESH:D004828	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Epilepsies, Partial
MESH:D002819	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chorea
MESH:D002386	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cataract
MESH:D002177	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Candidiasis
MESH:D001745	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urinary Bladder Diseases
MESH:D001259	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ataxia
MESH:D000038	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Abscess
MESH:D020257	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ventricular Remodeling
MESH:D019694	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatitis B, Chronic
MESH:D019446	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endotoxemia
MESH:D016773	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leishmaniasis, Cutaneous
MESH:D013345	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Subarachnoid Hemorrhage
MESH:D012216	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rheumatic Diseases
MESH:D011297	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Prenatal Exposure Delayed Effects
MESH:D011141	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Polyuria
MESH:D009461	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neurologic Manifestations
MESH:D009157	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Myasthenia Gravis
MESH:D006255	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhinitis, Allergic, Seasonal
MESH:D006086	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Graft vs Host Disease
MESH:D006073	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gout
MESH:D005879	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Tourette Syndrome
MESH:D004715	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endometriosis
MESH:D002543	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cerebral Hemorrhage
MESH:D002286	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Carcinoma, Ehrlich Tumor
MESH:D002051	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Burkitt Lymphoma
MESH:D001862	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bone Resorption
MESH:D001161	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Arteriosclerosis
MESH:D000707	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Anaphylaxis
MESH:D000236	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Adenoma
MESH:D062025	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organophosphate Poisoning
MESH:D054058	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acute Coronary Syndrome
MESH:D017088	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIDS-Related Opportunistic Infections
MESH:D013736	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Testicular Neoplasms
MESH:D012148	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Restless Legs Syndrome
MESH:D011008	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pneumococcal Infections
MESH:D009376	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neoplasms, Hormone-Dependent
MESH:D009293	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Opioid-Related Disorders
MESH:D008173	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lung Diseases, Obstructive
MESH:D007710	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Klebsiella Infections
MESH:D006505	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatitis
MESH:D005902	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Glaucoma, Open-Angle
MESH:D004832	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Epilepsy, Absence
MESH:D004412	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dysmenorrhea
MESH:D003925	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Diabetic Angiopathies
MESH:D003221	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Confusion
MESH:D001859	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bone Neoplasms
MESH:D000077195	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Squamous Cell Carcinoma of Head and Neck
MESH:D043183	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Irritable Bowel Syndrome
MESH:D020520	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Brain Infarction
MESH:D020246	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Venous Thrombosis
MESH:D018771	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Arthralgia
MESH:D018088	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Tuberculosis, Multidrug-Resistant
MESH:D017029	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Epilepsy, Complex Partial
MESH:D016481	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Helicobacter Infections
MESH:D016403	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lymphoma, Large B-Cell, Diffuse
MESH:D016171	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Torsades de Pointes
MESH:D015877	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Miosis
MESH:D015663	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Osteoporosis, Postmenopausal
MESH:D014605	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Uveitis
MESH:D014029	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Tobacco Use Disorder
MESH:D012512	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sarcoma, Ewing
MESH:D012221	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhinitis, Allergic, Perennial
MESH:D012220	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rhinitis
MESH:D011655	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pulmonary Embolism
MESH:D011225	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pre-Eclampsia
MESH:D010195	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pancreatitis
MESH:D009503	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neutropenia
MESH:D009395	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Nephritis, Interstitial
MESH:D009120	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muscle Cramp
MESH:D009062	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mouth Neoplasms
MESH:D008546	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melanoma, Experimental
MESH:D007970	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leukopenia
MESH:D007431	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Intraoperative Complications
MESH:D006938	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hyperlipoproteinemia Type II
MESH:D005756	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gastritis
MESH:D005235	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fatty Liver, Alcoholic
MESH:D005119	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Extravasation of Diagnostic and Therapeutic Materials
MESH:D004831	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Epilepsies, Myoclonic
MESH:D004244	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dizziness
MESH:D003930	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Diabetic Retinopathy
MESH:D003876	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dermatitis, Atopic
MESH:D003128	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Coma
MESH:D001327	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autoimmune Diseases
MESH:D033461	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hyperuricemia
MESH:D029481	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bronchitis, Chronic
MESH:D020329	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Essential Tremor
MESH:D019698	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hepatitis C, Chronic
MESH:D019584	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hot Flashes
MESH:D017449	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dermatitis, Allergic Contact
MESH:D017114	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Liver Failure, Acute
MESH:D016055	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urinary Retention
MESH:D014555	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urination Disorders
MESH:D013923	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thromboembolism
MESH:D013575	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Syncope
MESH:D012735	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sexual Dysfunction, Physiological
MESH:D012393	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Rosacea
MESH:D010518	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Periodontitis
MESH:D010488	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Polyarteritis Nodosa
MESH:D010033	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Otitis Media
MESH:D009436	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neural Tube Defects
MESH:D007898	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leishmaniasis, Visceral
MESH:D007889	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Leiomyoma
MESH:D007680	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Kidney Neoplasms
MESH:D006561	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Herpes Simplex
MESH:D004890	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Erythema
MESH:D004696	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Endocarditis
MESH:D004646	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emphysema
MESH:D002561	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cerebrovascular Disorders
MESH:D002481	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cellulitis
MESH:D002385	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Cataplexy
MESH:D001991	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bronchitis
MESH:D001170	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Arthritis, Infectious
MESH:D000755	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Anemia, Sickle Cell
MESH:D000690	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Amyotrophic Lateral Sclerosis
MESH:D064129	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Prostatic Neoplasms, Castration-Resistant
MESH:D058426	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neointima
